ID,goal,goal_number,goal_type,optimal_moves,move_id,move,role,move_utility,literalA_prob,literalA_probmax,literalA_bestmove,pragA_prob,pragA_probmax,pragA_bestmove,level1_H_prob,level1_H_probmax,level1_H_bestmove,level2_H_prob,level2_H_probmax,level2_H_bestmove
73307,move red A1,10,move,13,9,pass,helper,0,NA,NA,NA,NA,NA,NA,0.0,0.03676,"[(73, 80)]",0.0,0.01972,"[(59, 88)]"
73307,move red A1,10,move,13,10,"(101, 18)",architect,1,0.00941,0.00941,"[(59, 18), (59, 20), (59, 55), (59, 61), (59, 63), (59, 68), (59, 75), (59, 76), (59, 80), (59, 82), (59, 87), (59, 88), (59, 89), (59, 102), (59, 103), (60, 18), (60, 20), (60, 55), (60, 61), (60, 63), (60, 68), (60, 75), (60, 76), (60, 80), (60, 82), (60, 87), (60, 88), (60, 89), (60, 102), (60, 103), (101, 18), (101, 20), (101, 55)]",0.00368,0.00368,"[(60, 20)]",NA,NA,NA,NA,NA,NA
73307,move red A1,10,move,13,11,pass,helper,0,NA,NA,NA,NA,NA,NA,0.0,0.03032,"[(73, 80)]",0.0,0.03564,"[(59, 88)]"
73307,move red A1,10,move,13,12,"(59, 75)",architect,1,0.00981,0.00981,"[(59, 0), (59, 20), (59, 55), (59, 61), (59, 63), (59, 68), (59, 75), (59, 76), (59, 80), (59, 82), (59, 87), (59, 88), (59, 89), (59, 101), (59, 102), (59, 103), (60, 0), (60, 20), (60, 55), (60, 61), (60, 63), (60, 68), (60, 75), (60, 76), (60, 80), (60, 82), (60, 87), (60, 88), (60, 89), (60, 101), (60, 102), (60, 103)]",0.00392,0.00393,"[(60, 20)]",NA,NA,NA,NA,NA,NA
73307,move red A1,10,move,13,13,"(77, 76)",helper,1,NA,NA,NA,NA,NA,NA,0.0,0.03047,"[(77, 80)]",3e-05,0.03554,"[(77, 80)]"
73307,move red A1,10,move,13,14,"(95, 20)",architect,1,0.01067,0.01067,"[(60, 0), (60, 20), (60, 55), (60, 57), (60, 58), (60, 61), (60, 63), (60, 68), (60, 80), (60, 82), (60, 87), (60, 88), (60, 89), (60, 101), (60, 102), (60, 103), (95, 0), (95, 20), (95, 55)]",0.00393,0.00394,"[(60, 20)]",NA,NA,NA,NA,NA,NA
73307,move red A1,10,move,13,15,"(60, 80)",helper,1,NA,NA,NA,NA,NA,NA,0.0,0.02878,"[(73, 80)]",0.00022,0.05632,"[(75, 88)]"
73307,move red A1,10,move,13,16,"(78, 61)",architect,1,0.01127,0.01127,"[(78, 0), (78, 2), (78, 55), (78, 57), (78, 58), (78, 61), (78, 62), (78, 63), (78, 68), (78, 82), (78, 87), (78, 88), (78, 89), (78, 95), (78, 101), (78, 102), (78, 103)]",0.00422,0.00427,"[(78, 55)]",NA,NA,NA,NA,NA,NA
73307,move red A1,10,move,13,17,"(96, 0)",helper,1,NA,NA,NA,NA,NA,NA,0.0,0.02874,"[(73, 43)]",0.0013,0.04979,"[(75, 88)]"
13560,move blue A1,1,move,10,0,"(60, 73)",architect,1,0.00982,0.00982,"[(60, 38), (60, 54), (60, 73), (79, 38), (79, 54), (79, 73), (80, 38), (80, 54), (80, 73), (82, 38), (82, 54), (82, 73), (86, 38), (86, 48), (86, 54), (86, 67), (86, 70), (86, 73), (86, 76), (86, 77), (86, 81), (86, 93), (86, 101), (89, 38), (89, 54), (89, 73), (105, 38), (105, 54), (105, 73)]",0.00458,0.00578,"[(105, 38)]",NA,NA,NA,NA,NA,NA
13560,move blue A1,1,move,10,1,"(89, 54)",helper,1,NA,NA,NA,NA,NA,NA,0.00361,0.09082,"[(78, 93)]",0.00321,0.02401,"[(78, 93)]"
13560,move blue A1,1,move,10,2,"(82, 55)",architect,1,0.01016,0.01016,"[(79, 36), (79, 38), (79, 55), (80, 36), (80, 38), (80, 55), (82, 36), (82, 38), (82, 55), (86, 36), (86, 38), (86, 48), (86, 55), (86, 60), (86, 67), (86, 70), (86, 76), (86, 77), (86, 81), (86, 89), (86, 93), (86, 101), (105, 36), (105, 38), (105, 55)]",0.00697,0.00852,"[(105, 38)]",NA,NA,NA,NA,NA,NA
13560,move blue A1,1,move,10,3,"(79, 36)",helper,1,NA,NA,NA,NA,NA,NA,0.01746,0.09939,"[(79, 37)]",0.00362,0.02873,"[(78, 93)]"
13560,move blue A1,1,move,10,4,"(100, 37)",architect,1,0.01017,0.01017,"[(80, 18), (80, 37), (80, 38), (86, 18), (86, 37), (86, 38), (86, 48), (86, 60), (86, 67), (86, 70), (86, 76), (86, 77), (86, 79), (86, 81), (86, 89), (86, 93), (86, 101), (100, 18), (100, 37), (100, 38), (105, 18), (105, 37), (105, 38)]",0.00838,0.0131,"[(86, 60)]",NA,NA,NA,NA,NA,NA
13560,move blue A1,1,move,10,5,"(80, 18)",helper,1,NA,NA,NA,NA,NA,NA,0.07043,0.21581,"[(80, 19)]",0.00379,0.03179,"[(86, 93)]"
13560,move blue A1,1,move,10,6,"(105, 38)",architect,1,0.01074,0.01074,"[(86, 0), (86, 19), (86, 38), (86, 48), (86, 60), (86, 67), (86, 70), (86, 76), (86, 77), (86, 79), (86, 81), (86, 89), (86, 93), (86, 100), (86, 101), (98, 0), (98, 19), (98, 38), (105, 0), (105, 19), (105, 38)]",0.01234,0.01964,"[(86, 81)]",NA,NA,NA,NA,NA,NA
13560,move blue A1,1,move,10,7,"(86, 93)",helper,1,NA,NA,NA,NA,NA,NA,0.01621,0.18374,"[(98, 0)]",0.00142,0.12254,"[(86, 0)]"
13560,move blue A1,1,move,10,8,"(104, 19)",architect,1,0.01212,0.01212,"[(98, 0), (98, 19), (98, 20), (104, 0), (104, 19), (104, 20)]",0.00929,0.00949,"[(104, 20)]",NA,NA,NA,NA,NA,NA
13560,move blue A1,1,move,10,9,"(98, 20)",helper,1,NA,NA,NA,NA,NA,NA,0.31186,0.33801,"[(98, 0)]",0.00043,0.46126,"[(98, 0)]"
13560,cover red all,2,cover,4,0,"(60, 76)",architect,1,0.00821,0.00821,"[(56, 67), (56, 68), (56, 76), (56, 77), (60, 67), (60, 68), (60, 76), (60, 77), (66, 67), (66, 68), (66, 76), (66, 77), (79, 67), (79, 68), (79, 76), (79, 77), (80, 67), (80, 68), (80, 76), (80, 77), (82, 67), (82, 68), (82, 76), (82, 77), (86, 67), (86, 76), (86, 77), (88, 67), (88, 68), (88, 76), (88, 77), (91, 67), (91, 68), (91, 76), (91, 77), (94, 67), (94, 68), (94, 77), (95, 67), (95, 68), (95, 76), (99, 67), (99, 68), (99, 76), (99, 77), (105, 67), (105, 68), (105, 76), (105, 77)]",0.00368,0.00379,"[(91, 68)]",NA,NA,NA,NA,NA,NA
13560,cover red all,2,cover,4,1,"(86, 67)",helper,1,NA,NA,NA,NA,NA,NA,0.01215,0.0684,"[(79, 73)]",9e-05,0.0568,"[(79, 73)]"
13560,cover red all,2,cover,4,2,"(82, 77)",architect,1,0.01045,0.01045,"[(56, 49), (56, 77), (66, 49), (66, 77), (79, 49), (79, 77), (80, 49), (80, 77), (82, 49), (82, 77), (88, 49), (88, 77), (91, 49), (91, 77), (95, 49), (99, 49), (99, 77), (104, 49), (104, 77), (105, 49), (105, 77)]",0.00369,0.00375,"[(91, 49)]",NA,NA,NA,NA,NA,NA
13560,cover red all,2,cover,4,3,"(72, 59)",helper,-1,NA,NA,NA,NA,NA,NA,0.0,0.06417,"[(79, 73)]",0.0,0.03793,"[(79, 73)]"
13560,cover red all,2,cover,4,4,"(99, 72)",architect,1,0.00996,0.00996,"[(56, 49), (56, 72), (59, 49), (59, 72), (66, 49), (66, 72), (79, 49), (79, 72), (80, 49), (80, 72), (88, 49), (88, 72), (90, 49), (91, 49), (91, 72), (99, 49), (99, 72), (100, 49), (100, 72), (104, 49), (104, 72), (105, 49), (105, 72)]",0.00374,0.0039,"[(59, 49)]",NA,NA,NA,NA,NA,NA
13560,cover red all,2,cover,4,5,"(100, 58)",helper,0,NA,NA,NA,NA,NA,NA,0.0057,0.08186,"[(79, 73)]",1e-05,0.04105,"[(79, 73)]"
13560,cover red all,2,cover,4,6,"(88, 49)",architect,1,0.0127,0.0127,"[(56, 49), (58, 49), (59, 49), (66, 49), (79, 49), (80, 49), (88, 49), (91, 49), (104, 49), (105, 49)]",0.00451,0.00481,"[(58, 49), (59, 49)]",NA,NA,NA,NA,NA,NA
13560,fill nocolor C1,3,fill,11,0,"(88, 67)",architect,1,0.00875,0.00875,"[(56, 48), (56, 67), (56, 68), (60, 48), (60, 67), (60, 68), (72, 48), (72, 67), (72, 68), (79, 48), (79, 67), (79, 68), (80, 48), (80, 67), (80, 68), (82, 48), (82, 67), (82, 68), (88, 48), (88, 67), (88, 68), (89, 48), (89, 67), (89, 68), (91, 48), (91, 67), (91, 68), (94, 48), (94, 67), (94, 68), (95, 48), (95, 67), (95, 68), (99, 48), (99, 67), (99, 68), (105, 48), (105, 67), (105, 68)]",0.00368,0.0037,"[(72, 48)]",NA,NA,NA,NA,NA,NA
13560,fill nocolor C1,3,fill,11,1,"(60, 101)",helper,0,NA,NA,NA,NA,NA,NA,0.0,0.06225,"[(60, 73)]",0.0,0.03301,"[(60, 73)]"
13560,fill nocolor C1,3,fill,11,2,"(89, 68)",architect,1,0.00817,0.00817,"[(56, 48), (56, 49), (56, 68), (72, 48), (72, 49), (72, 68), (78, 48), (78, 49), (78, 68), (79, 48), (79, 49), (79, 68), (80, 48), (80, 49), (80, 68), (82, 48), (82, 49), (82, 68), (89, 48), (89, 49), (89, 68), (91, 48), (91, 49), (91, 68), (94, 48), (94, 49), (94, 68), (95, 48), (95, 49), (95, 68), (99, 48), (99, 49), (99, 68), (101, 48), (101, 49), (101, 68), (105, 48), (105, 49), (105, 68), (106, 48), (106, 49), (106, 68)]",0.00347,0.00351,"[(72, 48), (72, 49)]",NA,NA,NA,NA,NA,NA
13560,fill nocolor C1,3,fill,11,3,"(106, 48)",helper,1,NA,NA,NA,NA,NA,NA,1e-05,0.07166,"[(79, 73)]",1e-05,0.0383,"[(79, 73)]"
13560,fill nocolor C1,3,fill,11,4,"(107, 49)",architect,1,0.00875,0.00875,"[(56, 30), (56, 49), (56, 50), (72, 30), (72, 49), (72, 50), (78, 30), (78, 49), (78, 50), (79, 30), (79, 49), (79, 50), (80, 30), (80, 49), (80, 50), (82, 30), (82, 49), (82, 50), (91, 30), (91, 49), (91, 50), (94, 30), (94, 49), (94, 50), (95, 30), (95, 49), (95, 50), (99, 30), (99, 49), (99, 50), (101, 30), (101, 49), (101, 50), (105, 30), (105, 49), (105, 50), (107, 30), (107, 49), (107, 50)]",0.00371,0.00381,"[(91, 50)]",NA,NA,NA,NA,NA,NA
13560,fill nocolor C1,3,fill,11,5,"(105, 83)",helper,0,NA,NA,NA,NA,NA,NA,0.0,0.06826,"[(82, 73)]",0.0,0.03704,"[(79, 73)]"
13560,fill nocolor C1,3,fill,11,6,"(83, 50)",architect,1,0.01021,0.01021,"[(56, 30), (56, 31), (56, 50), (72, 30), (72, 31), (72, 50), (78, 30), (78, 31), (78, 50), (79, 30), (79, 31), (79, 50), (80, 30), (80, 31), (80, 50), (82, 30), (82, 31), (82, 50), (83, 30), (83, 31), (83, 50), (91, 30), (91, 31), (91, 50), (94, 30), (94, 31), (94, 50), (95, 30), (95, 31), (95, 50), (99, 30), (99, 31), (99, 50)]",0.00429,0.00462,"[(91, 50)]",NA,NA,NA,NA,NA,NA
13560,fill nocolor C1,3,fill,11,7,"(82, 30)",helper,1,NA,NA,NA,NA,NA,NA,3e-05,0.0903,"[(82, 73)]",1e-05,0.04327,"[(79, 73)]"
13560,fill nocolor C1,3,fill,11,8,"(99, 31)",architect,1,0.01021,0.01021,"[(56, 12), (56, 31), (56, 32), (72, 12), (72, 31), (72, 32), (78, 12), (78, 31), (78, 32), (79, 12), (79, 31), (79, 32), (80, 12), (80, 31), (80, 32), (91, 12), (91, 31), (91, 32), (94, 12), (94, 31), (94, 32), (95, 12), (95, 31), (95, 32), (99, 12), (99, 31), (99, 32), (100, 12), (100, 31), (100, 32), (101, 12), (101, 31), (101, 32)]",0.00437,0.00514,"[(91, 12)]",NA,NA,NA,NA,NA,NA
13560,fill nocolor C1,3,fill,11,9,"(72, 83)",helper,0,NA,NA,NA,NA,NA,NA,0.0,0.10622,"[(100, 73), (101, 73)]",0.0,0.03839,"[(30, 73)]"
13560,fill nocolor C1,3,fill,11,10,"(100, 32)",architect,1,0.01114,0.01114,"[(56, 12), (56, 13), (56, 32), (78, 12), (78, 13), (78, 32), (79, 12), (79, 13), (79, 32), (80, 12), (80, 13), (80, 32), (83, 12), (83, 13), (83, 32), (90, 12), (90, 13), (90, 32), (91, 12), (91, 13), (91, 32), (94, 12), (94, 13), (94, 32), (95, 12), (95, 13), (95, 32), (100, 12), (100, 13), (100, 32)]",0.00483,0.00655,"[(90, 12)]",NA,NA,NA,NA,NA,NA
13560,fill nocolor C1,3,fill,11,11,"(83, 12)",helper,1,NA,NA,NA,NA,NA,NA,0.00215,0.23369,"[(83, 72)]",1e-05,0.04567,"[(30, 73)]"
13560,fill nocolor C1,3,fill,11,12,"(101, 13)",architect,1,0.01391,0.01391,"[(56, 13), (56, 14), (78, 13), (78, 14), (79, 13), (79, 14), (80, 13), (80, 14), (90, 13), (90, 14), (91, 13), (91, 14), (94, 13), (94, 14), (95, 13), (95, 14), (101, 13), (101, 14)]",0.00563,0.00923,"[(91, 14)]",NA,NA,NA,NA,NA,NA
13560,fill nocolor C1,3,fill,11,13,"(94, 14)",helper,1,NA,NA,NA,NA,NA,NA,3e-05,0.10921,"[(79, 72)]",1e-05,0.04506,"[(12, 73)]"
13560,move blue C,4,move,7,0,"(72, 67)",architect,1,0.00971,0.00971,"[(60, 48), (60, 67), (60, 68), (60, 70), (60, 71), (60, 87), (72, 48), (72, 67), (72, 68), (72, 70), (72, 71), (72, 87), (79, 48), (79, 67), (79, 68), (79, 70), (79, 71), (79, 87), (80, 48), (80, 67), (80, 68), (80, 70), (80, 71), (80, 87), (82, 48), (82, 67), (82, 68), (82, 70), (82, 71), (82, 87)]",0.00374,0.00375,"[(72, 70)]",NA,NA,NA,NA,NA,NA
13560,move blue C,4,move,7,1,"(90, 77)",helper,0,NA,NA,NA,NA,NA,NA,2e-05,0.10727,"[(82, 68)]",4e-05,0.05936,"[(60, 73)]"
13560,move blue C,4,move,7,2,"(60, 68)",architect,1,0.01073,0.01073,"[(60, 48), (60, 49), (60, 68), (60, 70), (60, 71), (60, 87), (79, 48), (79, 49), (79, 68), (79, 70), (79, 71), (79, 87), (80, 48), (80, 49), (80, 68), (80, 70), (80, 71), (80, 87), (82, 48), (82, 49), (82, 68), (82, 70), (82, 71), (82, 87)]",0.00399,0.00406,"[(66, 101)]",NA,NA,NA,NA,NA,NA
13560,move blue C,4,move,7,3,"(82, 48)",helper,1,NA,NA,NA,NA,NA,NA,0.14504,0.1481,"[(82, 49), (82, 50)]",0.00056,0.11985,"[(79, 90)]"
13560,move blue C,4,move,7,4,"(100, 49)",architect,1,0.01158,0.01158,"[(79, 30), (79, 49), (79, 50), (79, 70), (79, 71), (79, 87), (80, 30), (80, 49), (80, 50), (80, 70), (80, 71), (80, 87), (100, 30), (100, 49), (100, 50), (100, 70), (100, 71), (100, 87)]",0.00397,0.00412,"[(77, 81)]",NA,NA,NA,NA,NA,NA
13560,move blue C,4,move,7,5,"(99, 50)",helper,0,NA,NA,NA,NA,NA,NA,0.10122,0.10122,"[(99, 31), (99, 50)]",0.0011,0.13058,"[(79, 90)]"
13560,move blue C,4,move,7,6,"(79, 30)",architect,1,0.01343,0.01343,"[(79, 30), (79, 31), (79, 32), (79, 70), (79, 71), (79, 87), (80, 30), (80, 31), (80, 32), (80, 70), (80, 71), (80, 87)]",0.00461,0.00484,"[(50, 99), (50, 100), (50, 101)]",NA,NA,NA,NA,NA,NA
13560,move blue C,4,move,7,7,"(56, 31)",helper,0,NA,NA,NA,NA,NA,NA,0.00018,0.22188,"[(80, 31)]",0.00136,0.08677,"[(80, 90)]"
13560,move blue C,4,move,7,8,"(80, 32)",architect,1,0.0134,0.0134,"[(80, 12), (80, 13), (80, 32), (80, 70), (80, 71), (80, 87)]",0.00458,0.00494,"[(31, 99), (31, 100), (31, 101), (50, 99), (50, 100), (50, 101)]",NA,NA,NA,NA,NA,NA
13560,move blue C,4,move,7,9,"(74, 12)",helper,0,NA,NA,NA,NA,NA,NA,0.00011,0.24933,"[(98, 12), (98, 14)]",0.00012,0.06365,"[(98, 90)]"
13560,move blue C,4,move,7,10,"(98, 87)",architect,1,0.01437,0.01437,"[(98, 13), (98, 14), (98, 70), (98, 71), (98, 87)]",0.00505,0.00529,"[(31, 99), (31, 100), (31, 101)]",NA,NA,NA,NA,NA,NA
13560,uncover green all,5,uncover,5,0,"(60, 101)",architect,1,0.00852,0.00852,"[(56, 54), (56, 62), (56, 64), (56, 67), (56, 68), (56, 71), (56, 76), (56, 77), (56, 87), (56, 93), (56, 101), (60, 54), (60, 62), (60, 64), (60, 67), (60, 68), (60, 71), (60, 76), (60, 77), (60, 87), (60, 93), (60, 101), (66, 54), (66, 62), (66, 64), (66, 67), (66, 68), (66, 71), (66, 76), (66, 77), (66, 87), (66, 93), (66, 101), (79, 54), (79, 62), (79, 64), (79, 67), (79, 68), (79, 71), (79, 76), (79, 77), (79, 87), (79, 93), (79, 101), (88, 54), (88, 62), (88, 64), (88, 67), (88, 68), (88, 71), (88, 76), (88, 77), (88, 87), (88, 93), (88, 101)]",0.00368,0.00368,"[(66, 64)]",NA,NA,NA,NA,NA,NA
13560,uncover green all,5,uncover,5,1,"(72, 83)",helper,0,NA,NA,NA,NA,NA,NA,0.0,0.08562,"[(101, 67)]",0.00084,0.04064,"[(79, 67)]"
13560,uncover green all,5,uncover,5,2,"(56, 93)",architect,1,0.0088,0.0088,"[(56, 62), (56, 64), (56, 65), (56, 67), (56, 68), (56, 71), (56, 72), (56, 76), (56, 77), (56, 87), (56, 93), (66, 62), (66, 64), (66, 65), (66, 67), (66, 68), (66, 71), (66, 72), (66, 76), (66, 77), (66, 87), (66, 93), (79, 62), (79, 64), (79, 65), (79, 67), (79, 68), (79, 71), (79, 72), (79, 76), (79, 77), (79, 87), (79, 93), (88, 62), (88, 64), (88, 65), (88, 67), (88, 68), (88, 71), (88, 72), (88, 76), (88, 77), (88, 87), (88, 93)]",0.00346,0.00346,"[(66, 64), (66, 65)]",NA,NA,NA,NA,NA,NA
13560,uncover green all,5,uncover,5,3,"(74, 75)",helper,-1,NA,NA,NA,NA,NA,NA,0.0,0.08775,"[(82, 67), (83, 67)]",0.00201,0.03784,"[(79, 67)]"
13560,uncover green all,5,uncover,5,4,"(79, 65)",architect,1,0.00845,0.00845,"[(66, 62), (66, 64), (66, 65), (66, 67), (66, 68), (66, 71), (66, 72), (66, 74), (66, 76), (66, 77), (66, 87), (75, 62), (75, 64), (75, 65), (75, 67), (75, 68), (75, 71), (75, 72), (75, 74), (75, 76), (75, 77), (75, 87), (79, 62), (79, 64), (79, 65), (79, 67), (79, 68), (79, 71), (79, 72), (79, 74), (79, 76), (79, 77), (79, 87), (88, 62), (88, 64), (88, 65), (88, 67), (88, 68), (88, 71), (88, 72), (88, 74), (88, 76), (88, 77), (88, 87)]",0.00327,0.00327,"[(66, 64), (66, 65)]",NA,NA,NA,NA,NA,NA
13560,uncover green all,5,uncover,5,5,"(80, 64)",helper,0,NA,NA,NA,NA,NA,NA,0.0,0.10878,"[(65, 67), (82, 67)]",0.00313,0.03982,"[(78, 73)]"
13560,uncover green all,5,uncover,5,6,"(88, 87)",architect,1,0.0091,0.0091,"[(66, 46), (66, 47), (66, 67), (66, 68), (66, 71), (66, 72), (66, 74), (66, 76), (66, 77), (66, 80), (66, 87), (75, 46), (75, 47), (75, 67), (75, 68), (75, 71), (75, 72), (75, 74), (75, 76), (75, 77), (75, 80), (75, 87), (88, 46), (88, 47), (88, 67), (88, 68), (88, 71), (88, 72), (88, 74), (88, 76), (88, 77), (88, 80), (88, 87)]",0.00327,0.00327,"[(66, 46), (66, 47)]",NA,NA,NA,NA,NA,NA
13560,uncover green all,5,uncover,5,7,"(89, 47)",helper,0,NA,NA,NA,NA,NA,NA,0.0,0.10122,"[(64, 67), (65, 67)]",0.00311,0.04248,"[(78, 73)]"
13560,uncover green all,5,uncover,5,8,"(75, 76)",architect,1,0.01033,0.01033,"[(66, 29), (66, 46), (66, 67), (66, 68), (66, 72), (66, 74), (66, 76), (66, 77), (66, 80), (66, 89), (75, 29), (75, 46), (75, 67), (75, 68), (75, 72), (75, 74), (75, 76), (75, 77), (75, 80), (75, 89)]",0.00327,0.00327,"[(66, 29), (66, 46)]",NA,NA,NA,NA,NA,NA
13560,uncover green all,5,uncover,5,9,"(78, 79)",helper,-1,NA,NA,NA,NA,NA,NA,0.0,0.10499,"[(47, 67), (64, 67)]",0.00342,0.03032,"[(78, 73)]"
13560,uncover green all,5,uncover,5,10,"(66, 67)",architect,1,0.01033,0.01033,"[(66, 29), (66, 46), (66, 67), (66, 68), (66, 72), (66, 74), (66, 77), (66, 78), (66, 80), (66, 89), (79, 29), (79, 46), (79, 67), (79, 68), (79, 72), (79, 74), (79, 77), (79, 78), (79, 80), (79, 89)]",0.00327,0.00327,"[(66, 29), (66, 46)]",NA,NA,NA,NA,NA,NA
13560,uncover green all,5,uncover,5,11,"(87, 88)",helper,-1,NA,NA,NA,NA,NA,NA,0.0001,0.10932,"[(47, 68), (64, 68)]",0.00493,0.02229,"[(87, 72), (87, 74)]"
13560,uncover green all,5,uncover,5,12,"(79, 78)",architect,1,0.01033,0.01033,"[(79, 29), (79, 46), (79, 68), (79, 72), (79, 74), (79, 77), (79, 78), (79, 80), (79, 87), (79, 89), (88, 29), (88, 46), (88, 68), (88, 72), (88, 74), (88, 77), (88, 78), (88, 80), (88, 87), (88, 89)]",0.00327,0.00327,"[(88, 29), (88, 46)]",NA,NA,NA,NA,NA,NA
13560,uncover green all,5,uncover,5,13,"(76, 77)",helper,0,NA,NA,NA,NA,NA,NA,1e-05,0.11412,"[(47, 68), (64, 68)]",0.00338,0.12572,"[(88, 72), (88, 74)]"
13560,uncover green all,5,uncover,5,14,"(88, 89)",architect,1,0.01183,0.01183,"[(88, 29), (88, 46), (88, 68), (88, 72), (88, 74), (88, 76), (88, 80), (88, 87), (88, 89)]",0.00328,0.00329,"[(88, 29), (88, 46)]",NA,NA,NA,NA,NA,NA
13560,uncover blue all,6,uncover,3,0,"(86, 67)",architect,1,0.01042,0.01042,"[(80, 38), (80, 48), (80, 67), (80, 70), (80, 73), (80, 76), (80, 77), (80, 81), (80, 93), (80, 101), (82, 38), (82, 48), (82, 67), (82, 70), (82, 73), (82, 76), (82, 77), (82, 81), (82, 93), (82, 101), (86, 38), (86, 48), (86, 67), (86, 70), (86, 73), (86, 76), (86, 77), (86, 81), (86, 93), (86, 101)]",0.00368,0.00368,"[(86, 81)]",NA,NA,NA,NA,NA,NA
13560,uncover blue all,6,uncover,3,1,"(82, 101)",helper,1,NA,NA,NA,NA,NA,NA,0.0,0.09359,"[(82, 49)]",0.0007,0.11218,"[(60, 86)]"
13560,uncover blue all,6,uncover,3,2,"(80, 81)",architect,1,0.01244,0.01244,"[(80, 38), (80, 48), (80, 49), (80, 70), (80, 73), (80, 76), (80, 77), (80, 81), (80, 93)]",0.00346,0.00346,"[(80, 81)]",NA,NA,NA,NA,NA,NA
13560,fill nocolor B2,7,fill,15,0,"(72, 101)",architect,1,0.00836,0.00836,"[(56, 64), (56, 81), (56, 101), (60, 64), (60, 81), (60, 101), (66, 64), (66, 81), (66, 101), (72, 64), (72, 81), (72, 101), (79, 64), (79, 81), (79, 101), (80, 64), (80, 81), (80, 101), (85, 64), (85, 81), (85, 101), (86, 64), (86, 81), (86, 101), (88, 64), (88, 81), (88, 101), (89, 64), (89, 81), (89, 101), (91, 64), (91, 81), (91, 101), (94, 64), (94, 81), (94, 101), (95, 64), (95, 81), (95, 101), (105, 64), (105, 81), (105, 101)]",0.00368,0.00368,"[(85, 64)]",NA,NA,NA,NA,NA,NA
13560,fill nocolor B2,7,fill,15,1,"(89, 83)",helper,1,NA,NA,NA,NA,NA,NA,0.0,0.06501,"[(101, 67)]",0.00091,0.09018,"[(60, 93)]"
13560,fill nocolor B2,7,fill,15,2,"(56, 81)",architect,1,0.00817,0.00817,"[(56, 64), (56, 65), (56, 81), (60, 64), (60, 65), (60, 81), (66, 64), (66, 65), (66, 81), (79, 64), (79, 65), (79, 81), (80, 64), (80, 65), (80, 81), (85, 64), (85, 65), (85, 81), (86, 64), (86, 65), (86, 81), (88, 64), (88, 65), (88, 81), (90, 64), (90, 65), (90, 81), (91, 64), (91, 65), (91, 81), (94, 64), (94, 65), (94, 81), (95, 64), (95, 65), (95, 81), (105, 64), (105, 65), (105, 81), (107, 64), (107, 65), (107, 81)]",0.00346,0.00346,"[(85, 64), (85, 65)]",NA,NA,NA,NA,NA,NA
13560,fill nocolor B2,7,fill,15,3,"(66, 63)",helper,1,NA,NA,NA,NA,NA,NA,0.0,0.06413,"[(60, 67)]",0.00108,0.10042,"[(60, 93)]"
13560,fill nocolor B2,7,fill,15,4,"(74, 64)",architect,1,0.00817,0.00817,"[(60, 45), (60, 64), (60, 65), (74, 45), (74, 64), (74, 65), (79, 45), (79, 64), (79, 65), (80, 45), (80, 64), (80, 65), (84, 45), (84, 64), (84, 65), (85, 45), (85, 64), (85, 65), (86, 45), (86, 64), (86, 65), (88, 45), (88, 64), (88, 65), (90, 45), (90, 64), (90, 65), (91, 45), (91, 64), (91, 65), (94, 45), (94, 64), (94, 65), (95, 45), (95, 64), (95, 65), (105, 45), (105, 64), (105, 65), (107, 45), (107, 64), (107, 65)]",0.00346,0.00346,"[(84, 64), (84, 65)]",NA,NA,NA,NA,NA,NA
13560,fill nocolor B2,7,fill,15,5,"(88, 65)",helper,1,NA,NA,NA,NA,NA,NA,0.0,0.06245,"[(64, 67)]",0.00108,0.13311,"[(60, 87)]"
13560,fill nocolor B2,7,fill,15,6,"(90, 45)",architect,1,0.00817,0.00817,"[(60, 45), (60, 46), (60, 47), (79, 45), (79, 46), (79, 47), (80, 45), (80, 46), (80, 47), (84, 45), (84, 46), (84, 47), (85, 45), (85, 46), (85, 47), (86, 45), (86, 46), (86, 47), (90, 45), (90, 46), (90, 47), (91, 45), (91, 46), (91, 47), (92, 45), (92, 46), (92, 47), (94, 45), (94, 46), (94, 47), (95, 45), (95, 46), (95, 47), (105, 45), (105, 46), (105, 47), (106, 45), (106, 46), (106, 47), (107, 45), (107, 46), (107, 47)]",0.00346,0.00346,"[(85, 46), (85, 47)]",NA,NA,NA,NA,NA,NA
13560,fill nocolor B2,7,fill,15,7,"(91, 46)",helper,1,NA,NA,NA,NA,NA,NA,0.0,0.05973,"[(60, 67)]",0.00125,0.12313,"[(60, 87)]"
13560,fill nocolor B2,7,fill,15,8,"(92, 47)",architect,1,0.00942,0.00942,"[(60, 27), (60, 28), (60, 47), (79, 27), (79, 28), (79, 47), (80, 27), (80, 28), (80, 47), (84, 27), (84, 28), (84, 47), (85, 27), (85, 28), (85, 47), (86, 27), (86, 28), (86, 47), (92, 27), (92, 28), (92, 47), (94, 27), (94, 28), (94, 47), (95, 27), (95, 28), (95, 47), (105, 27), (105, 28), (105, 47), (106, 27), (106, 28), (106, 47), (107, 27), (107, 28), (107, 47)]",0.00392,0.00392,"[(85, 28), (85, 47)]",NA,NA,NA,NA,NA,NA
13560,fill nocolor B2,7,fill,15,9,"(94, 29)",helper,1,NA,NA,NA,NA,NA,NA,0.0,0.05755,"[(60, 67)]",0.00116,0.10144,"[(60, 87)]"
